Drug,SMILES,Groups
"Mifamurtide",O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,Approved;Experimental
"Melagatran",[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,Experimental
"Clorexolone",NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1,Experimental
"Ipriflavone",CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1,Experimental
"Bornaprine",CCN(CC)CCCOC(=O)C1(C[C@@H]2CC[C@H]1C2)C1=CC=CC=C1,Experimental
"Potassium gluconate",[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,Approved
"Tetragalacturonic acid hydroxymethylester",OCOC(=O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4C(=O)OCO)O[C@@H]3C(=O)OCO)O[C@@H]2C(=O)OCO)[C@H](O)[C@@H](O)[C@H]1O,Experimental
"Selenium (75Se) norcholesterol",C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2,Experimental
"Fabomotizole",CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1,Experimental
"Methoxyphenamine",CNC(C)CC1=CC=CC=C1OC,Approved
"Carbuterol",CC(C)(C)NCC(O)C1=CC(NC(N)=O)=C(O)C=C1,Experimental
"Aluminium glycinate",O.[OH-].[OH-].[Al+3].NCC([O-])=O,Experimental
"Oxolinic acid",CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,Experimental
"Ethyl hydroxybenzoate",CCOC(=O)C1=CC=C(O)C=C1,Approved;Experimental
"Mofebutazone",CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1,Experimental
"Bibenzonium",C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Methoserpidine",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,Experimental
"Protiofate",CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC,Experimental
"Pentifylline",CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,Experimental
"Tiracizine",CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1,Experimental
"Etanautine",CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Tenitramine",[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O,Experimental
"Cefbuperazone",CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C(=O)C1=O,Experimental
"Ferrous tartrate",[Fe++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,Experimental
"Acetoxolone",CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C,Experimental
"Metisazone",CN1C(=O)\C(=N/NC(N)=S)C2=C1C=CC=C2,Experimental
"Pridinol",OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Loprazolam",[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O,Experimental
"Methylthiouracil",CC1=CC(=O)NC(=S)N1,Experimental
"Ethacizine",CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1,Experimental
"Alcuronium",[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO,Experimental
"Proquazone",CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12,Experimental
"Aloglutamol",NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O,Experimental
"Lorajmine",CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51,Experimental
"Bunaftine",CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1,Experimental
"Lorcainide",CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,Experimental
"Montmorillonite",O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,Experimental;Investigational
"Nikethamide",CCN(CC)C(=O)C1=CN=CC=C1,Experimental
"Eberconazole",ClC1=CC(Cl)=C2C(N3C=CN=C3)C3=CC=CC=C3CCC2=C1,Experimental
"Benorilate",CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,Approved
"Tenonitrozole",O=C(NC1=NC=C(S1)N(=O)=O)C1=CC=CS1,Experimental
"Propicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O,Experimental
"Niridazole",[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O,Experimental
"Hexapropymate",NC(=O)OC1(CC#C)CCCCC1,Experimental
"Clofenamide",NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,Experimental
"Formocortal",CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl,Experimental
"Fluanisone",COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Experimental
"Tiemonium iodide",[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1,Experimental
"Cefozopran",[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O,Experimental
"Ipidacrine",NC1=C2CCCC2=NC2=C1CCCC2,Experimental
"Morpholine",C1COCCN1,Experimental
"Oxantel",CN1CCCN=C1\C=C\C1=CC=CC(O)=C1,Experimental
"Sulbentine",S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1,Experimental
"Dimethylaminopropionylphenothiazine",CC(N(C)C)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12,Experimental
"Bekanamycin",[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N,Experimental
"Cridanimod",OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12,Experimental
"Metahexamide",CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1,Experimental
"Mosapramine",ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1,Experimental
"Carboquone",COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,Experimental
"Dihexyverine",O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1,Experimental
"Dexchlorpheniramine",CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Experimental;Investigational
"Naftazone",NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O,Approved
"Butalamine",CCCCN(CCCC)CCNC1=NC(=NO1)C1=CC=CC=C1,Experimental
"Cefpirome",[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,Approved
"Quinisocaine",CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1,Experimental
"Omoconazole",C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1,Experimental
"Quingestanol",C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C,Experimental
"Clometocillin",COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(Cl)C(Cl)=C1,Experimental
"Niaprazine",CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)NC(=O)C1=CN=CC=C1,Experimental
"Tacalcitol",CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,Experimental;Investigational
"Vinyl ether",C=COC=C,Experimental
"Acetyldigoxin",C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,Experimental
"Tretoquinol",COC1=CC(C[C@@H]2NCCC3=CC(O)=C(O)C=C23)=CC(OC)=C1OC,Experimental
"Sulbenicillin",CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C3=CC=CC=C3)S(O)(=O)=O)C(=O)N2[C@H]1C(O)=O,Experimental
"Distigmine",CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1,Experimental
"Penthienate",CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCC1)C1=CC=CS1,Experimental
"Bromochlorosalicylanilide",OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1,Experimental
"Ambazone",NC(=N)NN=C1C=CC(C=C1)=NNC(N)=S,Experimental
"Ferrous carbonate",[Fe++].[O-]C([O-])=O,Experimental
"Sulfathiourea",NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1,Experimental
"Ioglicic acid",CNC(=O)CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,Experimental
"Tibezonium iodide",[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1,Experimental
"Gepefrine",[H][C@@](C)(N)CC1=CC(O)=CC=C1,Experimental
"Decamethoxine",[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,Experimental
"Eosin",[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br,Experimental
"Sodium tartrate",[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,Approved
"Fenquizone",NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1,Experimental
"Ciclonicate",C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CC=CN=C1,Experimental
"Metenolone",[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C,Experimental
"Tritoqualine",CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,Approved
"Dixanthogen",CCOC(=S)SSC(=S)OCC,Experimental
"Quifenadine",OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Xibornol",CC1=CC(O)=C(C=C1C)[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,Experimental
"Dilazep",COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1,Experimental
"Dibutylphthalate",CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,Experimental
"Phenothrin",CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,Experimental
"Hydroquinine",CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1,Experimental
"Trolnitrate",O=N(=O)OCCN(CCON(=O)=O)CCON(=O)=O,Experimental
"Cypermethrin",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,Experimental
"Pirprofen",CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1,Experimental
"Meldonium",C[N+](C)(C)NCCC([O-])=O,Experimental
"Nifuratel",CSCC1CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C(=O)O1,Experimental
"Terodiline",CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C,Experimental
"Sulfaguanidine",NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1,Experimental
"Azapetine",C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1,Experimental
"Halometasone",C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Experimental
"Camostat",CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1,Experimental
"Nifurtoinol",OCN1C(=O)CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C1=O,Experimental
"Butamirate",CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1,Experimental
"Meglumine antimoniate",O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Experimental;Investigational
"Methylpentynol",CCC(C)(O)C#C,Experimental
"Fenoxazoline",CC(C)C1=CC=CC=C1OCC1=NCCN1,Experimental
"Cyclobarbital",CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,Experimental
"Camylofin",CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1,Experimental
"Penamecillin",[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O,Experimental
"Bemegride",CCC1(C)CC(=O)NC(=O)C1,Experimental
"Ioglycamic acid",OC(=O)C1=C(I)C(NC(=O)COCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,Experimental
"Sodium aurotiosulfate",O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O,Approved;Experimental
"Piromidic acid",CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1,Experimental
"Fazadinium bromide",[Br-].[Br-].CC1=C(N(\N=N\N2C3=CC=CC=[N+]3C(C)=C2C2=CC=CC=C2)C2=CC=CC=[N+]12)C1=CC=CC=C1,Experimental
"Bioallethrin",CC(C)=C[C@@H]1[C@@H](C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,Approved;Experimental
"Trolamine",OCCN(CCO)CCO,Approved
"Tidiacic arginine",OC(=O)C1CSC(N1)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O,Experimental
"Magnesium gluconate",O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Approved;Investigational
"Obidoxime",O\N=C\C1=CC=[N+](COC[N+]2=CC=C(\C=N\O)C=C2)C=C1,Experimental
"Glycyrrhizic acid",[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,Approved;Experimental
"Tetramethrin",CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,Experimental
"Cetiedil",O=C(OCCN1CCCCCC1)C(C1CCCCC1)C1=CSC=C1,Experimental
"Mephenoxalone",COC1=C(OCC2CNC(=O)O2)C=CC=C1,Experimental
"Iocarmic acid",CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NC)=C2I)=C1I,Experimental
"Peruvoside",CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)C2)[C@H]1O,Experimental
"Epanolol",OC(CNCCNC(=O)CC1=CC=C(O)C=C1)COC1=CC=CC=C1C#N,Experimental
"Meclofenoxate",CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1,Experimental
"Fenpiverinium",C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1,Experimental
"Niperotidine",CN(C)CC1=CC=C(CSCCNC(NCC2=CC=C3OCOC3=C2)=C[N+]([O-])=O)O1,Experimental;Investigational
"Dexrabeprazole",COCCCOC1=CC=NC(C[S@@](=O)C2=NC3=CC=CC=C3N2)=C1C,Experimental
"Aurotioprol",[Na+].[Au+].OC(C[S-])CS([O-])(=O)=O,Experimental
"Monoxerutin",C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Experimental
"Mercuric chloride",Cl[Hg]Cl,Experimental
"Lidoflazine",CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,Approved;Experimental
"Vorozole",CN1N=NC2=CC=C(C=C12)[C@@H](N1C=NC=N1)C1=CC=C(Cl)C=C1,Experimental
"Domiodol",OCC1COC(CI)O1,Experimental
"Emetonium iodide",[I-].CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Experimental
"Vinylbital",CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,Experimental
"Ferric sodium citrate",[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,Experimental
"Rufloxacin",CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O,Experimental
"Sulfamethoxypyridazine",COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,Experimental
"Myristalkonium",CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,Experimental
"Tertatolol",CC(C)(C)NCC(O)COC1=CC=CC2=C1SCCC2,Experimental
"Ibacitabine",NC1=NC(=O)N(C=C1I)[C@H]1C[C@H](O)[C@@H](CO)O1,Experimental
"Prenalterol",CC(C)NC[C@H](O)COC1=CC=C(O)C=C1,Experimental
"Cefazedone",CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=C(Cl)C(=O)C(Cl)=C2)C3=O)C(O)=O)S1,Experimental
"Guanoclor",NC(=N)NNCCOC1=C(Cl)C=CC=C1Cl,Experimental
"Aluminium clofibrate",[OH-].[Al+3].CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O.CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O,Experimental
"Xamoterol",OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1,Approved;Experimental
"Imipramine oxide",CN(C)(=O)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,Experimental
"Acemetacin",COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,Approved;Investigational
"Dixyrazine",CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C12,Experimental
"Dropropizine",OCC(O)CN1CCN(CC1)C1=CC=CC=C1,Experimental
"Magnesium orotate",[Mg++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1,Experimental
"Tilidine",[H][C@]1(C=CCC[C@]1(C(=O)OCC)C1=CC=CC=C1)N(C)C,Experimental
"Chlorbenzoxamine",CC1=CC=CC=C1CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2Cl)CC1,Experimental
"Aluminium acetotartrate",[Al+3].CC([O-])=O.O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,Experimental
"Fipexide",ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1,Experimental
"Penfluridol",OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F,Experimental
"Clopamide",C[C@H]1CCC[C@@H](C)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,Experimental
"Vinburnine",[H][C@]12N3CCC[C@@]1(CC)CC(=O)N1C4=CC=CC=C4C(CC3)=C21,Experimental
"Dimethoxanate",CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC2=CC=CC=C12,Experimental
"Brodimoprim",COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1Br,Experimental
"Dibunate",CC(C)(C)C1=CC=C2C(C=CC(=C2S(O)(=O)=O)C(C)(C)C)=C1,Experimental
"Iodocholesterol (131I)",CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C[131I])[C@H]3CC[C@]12C,Experimental
"Demoxytocin",CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,Experimental
"Ethadione",CCN1C(=O)OC(C)(C)C1=O,Experimental
"Calcium levulinate",[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O,Approved;Experimental
"Epomediol",CC1(C)O[C@@]2(C)[C@@H](O)C[C@@H]1C[C@H]2O,Experimental
"Xipamide",CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O,Experimental
"Benzylthiouracil",O=C1NC(=S)NC(CC2=CC=CC=C2)=C1,Experimental
"Reposal",CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1,Experimental
"Linopirdine",O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1,Experimental
"Tisopurine",S=C1N=CNC2=C1C=NN2,Experimental
"Mebhydrolin",CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=CC=C1,Experimental
"Dimemorfan",CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=CC=C(C)C=C31,Experimental
"Bufylline",CC(C)(N)CO.CN1C2=C(N=CN2)C(=O)N(C)C1=O,Experimental
"Talampicillin",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=CC=CC=C12,Experimental
"Xenysalate",CCN(CC)CCOC(=O)C1=CC=CC(=C1O)C1=CC=CC=C1,Experimental
"Aspoxicillin",CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(O)C=C1,Experimental
"Carbromal",CCC(Br)(CC)C(=O)NC(N)=O,Experimental
"Bibrocathol",[OH-].[Bi+3].[O-]C1=C([O-])C(Br)=C(Br)C(Br)=C1Br,Experimental
"Proxazole",CCC(C1=NOC(CCN(CC)CC)=N1)C1=CC=CC=C1,Experimental
"Oxomemazine",CC(CN(C)C)CN1C2=CC=CC=C2S(=O)(=O)C2=CC=CC=C12,Experimental
"Ceftezole",OC(=O)C1=C(CSC2=NN=CS2)CS[C@@H]2[C@H](NC(=O)CN3C=NN=N3)C(=O)N12,Experimental
"Meprotixol",COC1=CC2=C(SC3=CC=CC=C3C2(O)CCCN(C)C)C=C1,Experimental
"Pipemidic acid",CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCNCC1,Experimental
"Enprostil",COC(=O)CCC=C=CC[C@H]1[C@H](\C=C\[C@H](O)COC2=CC=CC=C2)[C@@H](O)CC1=O,Experimental
"Fedrilate",CC(CCN1CCOCC1)OC(=O)C1(CCOCC1)C1=CC=CC=C1,Experimental
"Etohexadiol",CCCC(O)C(CC)CO,Experimental
"Indanazoline",C1CC2=C(C1)C(NC1=NCCN1)=CC=C2,Experimental
"Cyfluthrin",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,Experimental
"Calcium silicate",[Ca++].O[Si](O)(O)[O-].O[Si](O)(O)[O-],Experimental
"Copper usnate",[Cu++].CC(=O)C1C(=O)C=C2OC3=C(C(C)=O)C([O-])=C(C)C([O-])=C3C2(C)C1=O,Experimental
"Potassium permanganate",[K+].[O-][Mn](=O)(=O)=O,Experimental;Investigational
"Ranimustine",CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O,Experimental
"Methylatropine",C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Experimental
"Phenylmercuric borate",[OH-].OB(O)[O-].[Hg+]C1=CC=CC=C1.[Hg+]C1=CC=CC=C1,Experimental
"Caroverine",CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=CC=CC=C12,Experimental
"Metampicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=C)C1=CC=CC=C1)C(O)=O,Experimental
"Doxefazepam",OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F,Experimental
"Noxytiolin",CNC(=S)NCO,Approved
"Dipyrocetyl",CC(=O)OC1=CC=CC(C(O)=O)=C1OC(C)=O,Experimental
"Hydroxyethylpromethazine",CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)[N+](C)(C)CCO,Experimental
