Drug,SMILES,Groups
"Indigotindisulfonic acid",OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1,Approved
"Venetoclax",CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,Approved;Investigational
"Cetalkonium",CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,Approved
"Pipradrol",[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Approved
"Drometrizole trisiloxane",CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,Approved
"Asunaprevir",COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2,Approved;Investigational;Withdrawn
"Etafedrine",CCN(C)[C@@H](C)[C@H](O)C1=CC=CC=C1,Approved
"Neon",[Ne],Approved;Investigational
"Thimerosal",[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O,Approved
"Bilastine",CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,Approved;Investigational
"Domiphen",CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1,Approved;Experimental
"Levoleucovorin",NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,Approved;Investigational
"Hydroxyethyl cellulose",CC(O)COCC1OC(OC2C(COCC(C)O)OC(OCC(C)O)C(OCC(C)O)C2OCC(C)O)C(OCC(C)O)C(OCC(C)O)C1OCC(C)O,Approved
"Normethadone",CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Illicit
"Oxilofrine",[H][C@@](C)(NC)[C@]([H])(O)C1=CC=C(O)C=C1,Approved
"Lifitegrast",CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,Approved
"Velpatasvir",COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,Approved;Investigational
"Rupatadine",CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1,Approved
"Gestrinone",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],Approved
"Dehydrocholic acid",[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,Approved;Investigational
"Laropiprant",CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1,Approved;Investigational;Withdrawn
"Temoporfin",OC1=CC=CC(=C1)C-1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\-1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1,Approved;Investigational
"Opicapone",CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl,Approved;Investigational
"Isavuconazole",C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,Approved;Investigational
"Nomegestrol",CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,Approved
"Delamanid",C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O,Approved;Investigational
"Amifampridine",NC1=CC=NC=C1N,Approved;Investigational
"Vinflunine",CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC,Approved;Investigational
"Pitolisant",ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,Approved;Investigational
"Tafamidis",OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1,Approved;Investigational
"Bremelanotide",CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O,Approved;Investigational
"Latanoprostene bunod",O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1,Approved;Investigational
"Curcumin",COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,Approved;Experimental;Investigational
"Naldemedine",[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O,Approved;Investigational
"Tropisetron",[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C,Approved;Investigational
"Acalabrutinib",CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1,Approved;Investigational
"Iomeprol",CN(C(=O)CO)C1=C(I)C(C(O)=NCC(O)CO)=C(I)C(C(O)=NCC(O)CO)=C1I,Approved;Investigational
"Tezacaftor",CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO,Approved;Investigational
"Encorafenib",COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C,Approved;Investigational
"Ribociclib",CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,Approved;Investigational
"Lasmiditan",CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1,Approved;Investigational
"Galactose",[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,Approved;Investigational
"Rilmenidine",C1CC1C(NC1=NCCO1)C1CC1,Approved;Investigational
"Ebastine",CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Investigational
"Benfotiamine",CC(N(CC1=CN=C(C)NC1=N)C=O)=C(CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1,Approved;Experimental
"Clobetasol",[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Approved;Experimental;Investigational
"Rifamycin",CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2O,Approved;Investigational
"Istradefylline",[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC,Approved;Investigational
"Talazoparib",CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1,Approved;Investigational
"Tenapanor",CN1C[C@@H](C2=CC(=CC=C2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C2=CC(=CC=C2)[C@@H]2CN(C)CC3=C2C=C(Cl)C=C3Cl)C2=C(C1)C(Cl)=CC(Cl)=C2,Approved;Investigational
"Zytron",COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl,Approved;Investigational
"Capmatinib",CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1,Approved;Investigational
"Niraparib",NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,Approved;Investigational
"Bictegravir",OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O,Approved;Investigational
"Tilarginine",CNC(=N)NCCC[C@H](N)C(O)=O,Approved;Investigational
"Baricitinib",CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,Approved;Investigational
"Esketamine",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl,Approved;Investigational
"Ertugliflozin",CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,Approved;Investigational
"Neratinib",CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,Approved;Investigational
"Indium In-111 pentetreotide",[111In+3].CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(CC2=CC=CC=C2)N=C([O-])CN(CCN(CCC(C(O)=O)C(O)=O)CC([O-])=O)CC([O-])=O)C(O)=NC(CC2=CC=CC=C2)C(O)=NC(CC2=CNC3=CC=CC=C23)C(O)=NC(CCCCN)C([O-])=NC(C(C)O)C(O)=N1,Approved;Investigational
"Angiotensin II",CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,Approved;Investigational
"Revefenacin",CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,Approved;Investigational
"Brexanolone",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,Approved;Investigational
"Apalutamide",CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,Approved;Investigational
"Valbenazine",COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,Approved;Investigational
"Deflazacort",[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,Approved;Investigational
"Selinexor",FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F,Approved;Investigational
"Delafloxacin",NC1=NC(N2C=C(C(O)=O)C(=O)C3=CC(F)=C(N4CC(O)C4)C(Cl)=C23)=C(F)C=C1F,Approved;Investigational
"Lemborexant",CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1,Approved;Investigational
"Duvelisib",C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1,Approved;Investigational
"Dacomitinib",COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Approved;Investigational
"Binimetinib",CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,Approved;Investigational
"Glasdegib",CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N,Approved;Investigational
"Elagolix",COC1=C(F)C(=CC=C1)C1=C(C)N(CC2=C(C=CC=C2F)C(F)(F)F)C(=O)N(C[C@H](NCCCC(O)=O)C2=CC=CC=C2)C1=O,Approved;Investigational
"Entrectinib",CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1,Approved;Investigational
"Benznidazole",[O-][N+](=O)C1=NC=CN1CC(=O)NCC1=CC=CC=C1,Approved;Investigational
"Diacerein",CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O,Approved;Investigational
"Avatrombopag",OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1,Approved;Investigational
"Abemaciclib",CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,Approved;Investigational
"Fostamatinib",COC1=CC(NC2=NC=C(F)C(NC3=NC4=C(OC(C)(C)C(=O)N4COP(O)(O)=O)C=C3)=N2)=CC(OC)=C1OC,Approved;Investigational
"Alpelisib",CC1=C(SC(NC(=O)N2CCC[C@H]2C(N)=O)=N1)C1=CC(=NC=C1)C(C)(C)C(F)(F)F,Approved;Investigational
"Tecovirimat",FC(F)(F)C1=CC=C(C=C1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O,Approved;Investigational
"Voxilaprevir",CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCC(F)(F)C1=C(O2)N=C2C=C(OC)C=CC2=N1)C(C)(C)C,Approved;Investigational
"Sarecycline",[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,Approved;Investigational
"Letermovir",COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F,Approved;Investigational
"Gadolinium",[Gd],Approved;Investigational
"Telotristat ethyl",CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,Approved;Investigational
"Mannitol busulfan",CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O,Approved;Investigational
"Vaborbactam",OB1O[C@H](CC(O)=O)CC[C@@H]1NC(=O)CC1=CC=CS1,Approved;Investigational
"Sultamicillin",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C,Approved;Investigational
"Lorlatinib",C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,Approved;Investigational
"Gilteritinib",CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,Approved;Investigational
"Erdafitinib",COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1,Approved;Investigational
"Citicoline",C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,Approved;Experimental
"Deutetrabenazine",[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,Approved;Investigational
"Edaravone",CC1=NN(C(=O)C1)C1=CC=CC=C1,Approved;Investigational
"Triclabendazole",CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2,Approved;Investigational
"Brigatinib",COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,Approved;Investigational
"Propiverine",CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Investigational
"Nefopam",CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1,Approved;Investigational
"P-nitrobiphenyl",O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1,Approved;Experimental;Investigational
"Doravirine",CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,Approved;Investigational
"Dopexamine",OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,Approved;Investigational
"Cantharidin",[H][C@]12CC[C@]([H])(O1)[C@]1(C)C(=O)OC(=O)[C@]21C,Approved;Investigational
"Eravacycline",[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,Approved;Investigational
"Rucaparib",CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,Approved;Investigational
"Temocillin",CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,Approved;Investigational
"Diaminopropanol tetraacetic acid",OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O,Approved;Investigational
"Betrixaban",COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,Approved;Investigational
"Siponimod",CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,Approved;Investigational
"Relebactam",OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O,Approved;Investigational
"Bromperidol",OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,Approved;Investigational
"Iobitridol",CN(CC(O)CO)C(=O)C1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(NC(=O)C(CO)CO)=C1I,Approved;Investigational
"Steviolbioside",C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O,Approved;Investigational
"Omadacycline",[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,Approved;Investigational
"Taurolidine",O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,Approved;Investigational
"Lynestrenol",C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Approved;Investigational
"Copanlisib",COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,Approved;Investigational
"Piritramide",NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1,Approved;Investigational
"Fedratinib",CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C,Approved;Investigational
"Mizolastine",CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,Approved;Investigational
"Nitrite",[O-]N=O,Approved;Investigational
"Oxetacaine",CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,Approved;Investigational
"Benzodiazepine",N1N=CC=CC2=CC=CC=C12,Approved;Investigational
"Mebeverine",CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1,Approved;Investigational
"Pentetreotide",C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CC(O)=O)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,Approved;Investigational
"Plazomicin",CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,Approved;Investigational
"Protionamide",CCCC1=NC=CC(=C1)C(S)=N,Approved;Investigational
"Perazine",CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,Approved;Investigational
"Fenpropidin",CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,Approved;Experimental
"Iodide",[I-],Approved;Experimental
"Gaxilose",OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,Approved;Investigational
"Benserazide",NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,Approved;Investigational
"Dinoprost",[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC,Approved;Investigational
"Boscalid",ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,Approved;Experimental
"Trifarotene",CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,Approved;Investigational
"Perflubutane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Approved;Investigational
"Lefamulin",[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,Approved;Investigational
"Secnidazole",CC(O)CN1C(C)=NC=C1N(=O)=O,Approved
"Pegvaliase",COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O,Approved;Investigational
"Etelcalcetide",C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,Approved;Investigational
"Benperidol",OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Approved;Investigational
"Nicoboxil",CCCCOCCOC(=O)C1=CN=CC=C1,Approved;Investigational
"Ozenoxacin",CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O,Approved;Investigational
"Isoxaflutole",[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],Approved;Experimental;Investigational
"Darolutamide",C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,Approved;Investigational
"Dihydralazine",NN=C1NNC(=NN)C2=CC=CC=C12,Approved;Experimental
"Methylprednisone",C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,Approved;Investigational
"Terizidone",O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1,Approved;Investigational
"Silver",[Ag],Approved;Investigational
"Pexidartinib",FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1,Approved;Investigational
"Silicon",[Si],Approved;Investigational
"Parthenolide",C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,Approved;Investigational
"Macimorelin",CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,Approved;Investigational
"Yttrium Y-90",[90Y],Approved;Investigational
"Biguanide",NC(=N)NC(N)=N,Approved;Investigational
"Amitriptylinoxide",CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,Approved;Investigational
"Norflurane",FCC(F)(F)F,Approved;Experimental
"Pentafluoropropane",FC(F)CC(F)(F)F,Approved;Investigational
"Lusutrombopag",CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,Approved;Investigational
"Fluindione",FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,Approved;Investigational
"Levosalbutamol",CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,Approved;Investigational
"Calcium glubionate anhydrous",OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,Approved
"Nedaplatin",[H][N]([H])([H])[Pt]1(OCC(=O)O1)[N]([H])([H])[H],Approved;Investigational
"Fluciclovine (18F)",N[C@]1(C[C@H]([18F])C1)C(O)=O,Approved
"Levomenol",[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,Approved;Experimental
"Parachlorophenol",OC1=CC=C(Cl)C=C1,Approved
"Esculin",OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,Approved
